CHROM	START	END	BRCA_METH	BRCA_DEPTH	CEAD_METH	CEAD_DEPTH	CESC_METH	CESC_DEPTH	COAD_METH	COAD_DEPTH	OV_METH	OV_DEPTH	READ_METH	READ_DEPTH	bcell_METH	bcell_DEPTH	cd4tcell_METH	cd4tcell_DEPTH	cd8tcell_METH	cd8tcell_DEPTH	erythroblast_METH	erythroblast_DEPTH	monocyte_METH	monocyte_DEPTH	naturalkillercell_METH	naturalkillercell_DEPTH	neutrophil_METH	neutrophil_DEPTH
chr9	110579116	110579635	517.0	4338	0.03166848418756816	217	0.03166848418756816	165	1680.0	2462	0.03166848418756816	349	653.0	1217	483.0	5617	636.0	27647	298.0	9019	46.0	12631	47.0	10771	152.0	9952	207.0	34825
chr9	124016363	124016959	1868.0	2952	73.0	131	97.0	130	529.0	940	91.0	182	197.0	900	311.0	2384	304.0	2972	143.0	1465	30.0	1221	108.0	2100	139.0	1539	395.0	7291
chr9	124017851	124018987	2565.0	6713	139.0	390	219.0	343	1262.0	2234	149.0	519	366.0	1798	454.0	3850	388.0	7339	286.0	5030	51.0	3374	212.0	5463	156.0	3907	612.0	16487
chr9	125748635	125748883	439.0	1433	3.0	63	1.0	46	277.0	427	10.0	141	104.0	450	212.0	1262	177.0	1398	141.0	751	176.0	1149	71.0	1369	116.0	987	90.0	3917
chr9	136067040	136067515	2410.0	2687	129.0	167	163.0	190	785.0	939	169.0	227	493.0	581	1755.0	1949	5672.0	5832	1953.0	2024	2432.0	2626	570.0	1763	2167.0	2286	6455.0	7261
chr9	136225403	136225690	903.0	1115	59.0	84	43.0	45	397.0	523	93.0	124	242.0	305	292.0	1289	2668.0	2961	867.0	1015	1405.0	1630	1087.0	1411	723.0	1164	2266.0	4374
chr9	137758954	137759396	1496.0	1621	104.0	113	138.0	157	587.0	630	146.0	167	256.0	276	418.0	1687	2160.0	2223	941.0	978	1053.0	1138	1077.0	1162	1176.0	1210	4277.0	4405
chr10	485027	485434	826.0	1705	37.0	101	35.0	85	513.0	900	109.0	185	246.0	394	993.0	1763	3435.0	4976	1311.0	2470	1451.0	2430	1217.0	2257	934.0	2501	5936.0	9300
chr10	5754161	5754516	1118.0	1234	63.0	71	82.0	91	348.0	371	172.0	178	335.0	351	953.0	987	300.0	831	362.0	457	479.0	500	983.0	1028	646.0	724	3042.0	3213
chr10	7430653	7431801	3777.0	4714	197.0	238	202.0	268	1124.0	1384	187.0	379	762.0	941	3180.0	3347	3327.0	3436	2107.0	2214	1496.0	1644	2630.0	2744	2066.0	2198	9111.0	9600
chr10	11404902	11405177	570.0	896	51.0	55	48.0	64	437.0	537	107.0	118	155.0	302	133.0	1108	3164.0	3321	854.0	936	1566.0	1719	1324.0	1379	1221.0	1255	4934.0	5099
chr10	12605723	12606181	152.0	1373	0.06614525139664805	50	0.06614525139664805	35	23.0	498	11.0	110	25.0	364	47.0	1416	25.0	3138	19.0	1469	1205.0	1605	11.0	2049	82.0	1541	28.0	6042
chr10	34899773	34900082	973.0	1071	35.0	52	57.0	64	224.0	278	87.0	95	161.0	186	750.0	821	1014.0	1054	407.0	435	396.0	484	610.0	655	454.0	506	1864.0	1975
chr10	70599471	70600850	2558.0	3009	160.0	178	136.0	166	1152.0	1424	260.0	275	670.0	810	3246.0	3460	10272.0	10561	2602.0	3183	4207.0	4687	4523.0	4739	468.0	4452	15303.0	16060
chr10	77175031	77175164	308.0	417	9.0	28	26.0	37	149.0	181	45.0	53	74.0	100	433.0	458	1283.0	1357	569.0	596	482.0	586	570.0	613	581.0	636	2293.0	2413
chr10	104031445	104033492	1944.0	2173	108.0	134	91.0	98	730.0	874	168.0	245	414.0	480	1716.0	1827	4309.0	4449	1754.0	1834	1834.0	2017	2131.0	2371	2022.0	2105	1192.0	6919
chr10	114496783	114497712	2764.0	3371	162.0	185	204.0	231	1016.0	1150	348.0	392	496.0	610	1058.0	2949	3015.0	4045	984.0	1744	2469.0	2784	2570.0	2750	2422.0	2706	9454.0	10005
chr10	114874972	114875239	816.0	1355	34.0	78	50.0	54	472.0	725	41.0	137	90.0	301	85.0	1500	525.0	3767	252.0	1817	118.0	1626	40.0	1670	185.0	1967	16.0	6921
chr10	119512119	119512469	1038.0	1349	74.0	82	51.0	59	585.0	654	120.0	137	305.0	368	1218.0	1264	2113.0	3271	310.0	1693	1591.0	1659	1757.0	1834	1504.0	1650	5843.0	6100
chr10	119818124	119818302	784.0	873	62.0	93	82.0	96	503.0	535	161.0	184	255.0	268	994.0	1054	4577.0	4773	1341.0	1421	1450.0	1956	1559.0	1765	1476.0	1620	5574.0	6215
chr10	132779209	132779745	1265.0	1343	45.0	75	58.0	60	564.0	609	89.0	127	378.0	408	1417.0	1481	6161.0	6350	2342.0	2415	2627.0	2917	2655.0	2729	2589.0	2723	9463.0	9727
chr11	330861	331353	1762.0	2182	146.0	205	45.0	71	697.0	937	185.0	244	516.0	574	1248.0	2420	1119.0	3616	334.0	2139	2522.0	2973	2478.0	2861	154.0	2646	8056.0	9887
chr11	681143	681281	393.0	440	19.0	24	31.0	35	156.0	184	32.0	44	117.0	128	479.0	494	416.0	482	76.0	375	244.0	265	402.0	435	288.0	497	1748.0	1872
chr11	1771151	1771789	2115.0	2781	155.0	183	80.0	142	770.0	1012	177.0	234	456.0	758	1926.0	2143	3221.0	3611	1544.0	1743	1891.0	2053	807.0	2131	1806.0	2001	640.0	6904
chr11	3160323	3160626	962.0	1676	29.0	125	8.0	144	154.0	979	23.0	198	4.0	411	71.0	1994	848.0	7837	432.0	2394	38.0	3219	25.0	3214	383.0	3172	45.0	10978
chr11	34148479	34149204	1346.0	1472	127.0	137	57.0	67	465.0	523	114.0	171	411.0	476	1162.0	1206	2411.0	2470	1245.0	1282	1025.0	1126	1110.0	1757	1363.0	1413	667.0	4265
chr11	57903865	57904238	126.0	744	6.0	39	5.0	30	57.0	298	7.0	59	7.0	243	351.0	890	587.0	1666	182.0	880	783.0	863	42.0	1056	67.0	913	218.0	3252
chr11	60983221	60983817	1488.0	1939	98.0	132	115.0	159	341.0	434	124.0	176	314.0	457	866.0	1023	315.0	618	371.0	456	437.0	498	899.0	941	660.0	706	3269.0	3483
chr11	61065906	61066287	1528.0	1832	79.0	107	102.0	114	683.0	891	144.0	228	381.0	547	1058.0	1536	52.0	1018	540.0	1427	2182.0	2710	977.0	1594	1478.0	1690	4001.0	6611
chr11	65428340	65428656	39.0	770	12.0	60	4.0	97	102.0	229	53.0	107	52.0	214	252.0	649	26.0	322	28.0	457	367.0	477	237.0	525	102.0	426	516.0	2059
chr11	65821055	65821688	756.0	1006	43.0	72	62.0	73	187.0	320	60.0	128	49.0	308	764.0	1002	2258.0	2443	1087.0	1165	1161.0	1375	650.0	1228	1092.0	1204	2076.0	4562
chr11	68273570	68274025	991.0	1342	87.0	115	67.0	91	403.0	505	134.0	191	225.0	338	103.0	1388	2085.0	2213	739.0	798	1356.0	1446	703.0	1081	908.0	1010	3619.0	4011
chr11	73944915	73945394	1382.0	1673	73.0	86	126.0	158	393.0	506	130.0	181	83.0	385	882.0	1036	2542.0	2800	1112.0	1305	965.0	1209	942.0	1475	1249.0	1486	2512.0	5080
chr11	75667372	75668389	504.0	7148	44.0	464	97.0	392	3834.0	5356	47.0	694	463.0	2226	86.0	7006	627.0	54093	120.0	14883	107.0	27152	52.0	17728	90.0	16895	200.0	58034
chr11	92883012	92883488	2306.0	2593	156.0	176	121.0	130	1263.0	1392	249.0	274	606.0	735	2415.0	2568	11939.0	12355	3208.0	3364	3657.0	4362	3744.0	4096	3423.0	3590	13476.0	14475
chr11	94574556	94574730	427.0	589	43.0	53	30.0	42	185.0	254	25.0	69	109.0	152	585.0	663	927.0	992	425.0	472	403.0	440	1.0	661	417.0	450	4.0	1911
chr11	114065446	114067176	3429.0	3900	280.0	329	159.0	208	1359.0	1647	413.0	474	851.0	1308	3660.0	3961	5264.0	5454	2887.0	3143	2516.0	2762	3957.0	4201	622.0	2862	12093.0	13362
chr11	126416557	126416860	682.0	1337	1.0	102	3.0	67	110.0	972	5.0	180	8.0	499	63.0	1994	646.0	9684	155.0	3183	426.0	4874	43.0	4266	81.0	3665	71.0	12367
chr12	3905781	3906252	1001.0	1181	92.0	112	72.0	85	228.0	292	203.0	213	161.0	241	981.0	1051	241.0	1302	496.0	722	639.0	829	851.0	882	678.0	742	2931.0	3114
chr12	4700616	4701122	1662.0	2582	94.0	113	77.0	88	654.0	782	90.0	326	312.0	383	1367.0	1480	6144.0	6600	1669.0	1806	3150.0	3488	1648.0	2261	1776.0	1973	4793.0	7803
chr12	26360086	26360373	1072.0	1263	52.0	54	66.0	73	303.0	353	189.0	243	267.0	314	652.0	865	1603.0	1692	880.0	950	513.0	640	16.0	836	897.0	1004	2886.0	3711
chr12	34351448	34352649	3281.0	4705	163.0	224	159.0	200	1430.0	1768	133.0	418	722.0	964	2635.0	3418	8237.0	10245	3560.0	4541	2598.0	3958	4577.0	6015	3846.0	5100	14549.0	19160
chr12	52088618	52088742	531.0	656	12.0	31	38.0	48	252.0	342	49.0	61	121.0	181	11.0	596	1198.0	2145	264.0	535	938.0	1137	632.0	735	503.0	594	2306.0	2589
chr12	53677183	53677518	1736.0	2739	87.0	152	145.0	183	248.0	788	30.0	257	0.07765894236482472	582	166.0	2230	474.0	7340	232.0	3019	448.0	4678	31.0	3386	213.0	3872	111.0	11166
chr12	55977960	55979226	2668.0	2937	184.0	205	216.0	233	810.0	883	330.0	373	622.0	726	2457.0	2535	4158.0	4319	2111.0	2212	2243.0	2370	1923.0	2617	2284.0	2422	2525.0	7919
chr12	69623881	69624404	1620.0	1918	144.0	164	49.0	54	441.0	626	166.0	187	292.0	379	1719.0	1802	3078.0	3179	1499.0	1548	243.0	1911	1975.0	2041	1650.0	1735	6499.0	6830
chr12	101486092	101486397	1058.0	1277	52.0	60	51.0	84	268.0	342	93.0	125	72.0	326	829.0	879	1257.0	1312	775.0	822	533.0	630	892.0	960	767.0	847	1934.0	3088
chr12	114884464	114884845	1249.0	1516	38.0	85	61.0	75	270.0	391	115.0	133	218.0	311	652.0	746	1465.0	1608	771.0	855	528.0	689	911.0	983	760.0	875	3410.0	3750
chr12	128796803	128797031	1195.0	1301	57.0	63	72.0	81	438.0	486	97.0	109	255.0	272	834.0	1180	3972.0	4133	1295.0	1563	1629.0	1731	1777.0	1859	176.0	1941	6485.0	6839
chr12	128807190	128807675	956.0	1227	69.0	78	39.0	42	285.0	329	103.0	117	305.0	339	1041.0	1155	1435.0	1467	1062.0	1104	631.0	695	72.0	1312	810.0	939	3544.0	4088
chr12	132070381	132072112	2998.0	3394	131.0	176	126.0	164	850.0	998	282.0	323	623.0	690	525.0	2453	3725.0	3885	1565.0	1633	1579.0	1755	1808.0	2358	1627.0	1780	6257.0	6674
chr13	27917257	27917436	473.0	1159	50.0	57	70.0	108	12.0	474	26.0	94	5.0	446	97.0	1060	263.0	2274	115.0	1312	13.0	942	112.0	1549	101.0	1152	315.0	4619
chr13	44593749	44594205	1695.0	1831	74.0	76	78.0	83	599.0	658	209.0	220	530.0	586	1483.0	1741	3454.0	3766	1415.0	1809	1622.0	1801	2299.0	2415	994.0	2061	7546.0	7965
chr13	80337350	80338065	2396.0	2855	102.0	125	121.0	139	814.0	968	169.0	236	127.0	817	2183.0	2330	4072.0	6209	2461.0	2641	2789.0	3056	2617.0	2761	1641.0	2595	9394.0	10190
chr13	99305926	99306257	818.0	932	63.0	82	75.0	78	232.0	285	73.0	107	301.0	344	512.0	929	18.0	297	330.0	373	237.0	251	495.0	551	278.0	381	1950.0	2061
chr13	99366647	99366838	623.0	690	52.0	68	52.0	70	164.0	183	58.0	79	187.0	214	354.0	396	91.0	642	160.0	238	389.0	418	408.0	427	384.0	431	1681.0	1743
chr13	99895157	99895773	1706.0	4529	124.0	228	9.0	196	976.0	2058	70.0	377	111.0	1686	261.0	4516	408.0	14484	151.0	5025	77.0	6583	110.0	5849	157.0	5909	438.0	20311
chr13	99941009	99942102	1414.0	2995	108.0	132	85.0	111	376.0	691	174.0	196	201.0	694	1515.0	1723	2311.0	2465	1598.0	1725	864.0	1080	1830.0	1995	1521.0	1660	6303.0	6990
chr13	110664736	110664899	594.0	634	26.0	39	18.0	25	214.0	228	60.0	75	193.0	204	555.0	661	1998.0	2037	618.0	643	808.0	855	252.0	779	744.0	775	2573.0	2737
chr13	113088141	113088445	1384.0	1503	47.0	63	60.0	69	619.0	703	102.0	116	403.0	461	1199.0	1261	3846.0	3971	1271.0	1320	1449.0	1613	1620.0	1682	1354.0	1455	5692.0	5971
chr13	113272629	113273155	1323.0	1559	43.0	59	73.0	83	478.0	588	94.0	120	388.0	461	1083.0	1167	3020.0	3126	1249.0	1286	1265.0	1419	70.0	1062	1329.0	1384	2002.0	4151
chr13	114108670	114109219	1769.0	1987	62.0	66	57.0	58	722.0	860	133.0	158	512.0	588	1709.0	1862	3642.0	4049	908.0	1174	2579.0	2816	2621.0	2710	840.0	1768	8679.0	9046
chr13	114153989	114154527	1585.0	1939	87.0	106	65.0	71	362.0	511	129.0	165	559.0	688	587.0	1613	1150.0	1316	543.0	1036	850.0	966	1177.0	1499	989.0	1167	4179.0	4745
chr14	21230972	21231280	894.0	1705	100.0	131	102.0	148	443.0	598	233.0	364	202.0	289	1127.0	1215	638.0	1164	507.0	819	1047.0	1095	1148.0	1204	80.0	1156	4907.0	5242
chr14	23117539	23118286	2091.0	2290	141.0	150	106.0	120	952.0	1146	175.0	240	285.0	423	2160.0	2218	7478.0	7696	2356.0	2467	3506.0	3788	3168.0	3342	2821.0	2975	2301.0	9418
chr14	35825403	35825467	337.0	567	19.0	36	28.0	50	299.0	327	5.0	65	87.0	100	242.0	526	862.0	1215	254.0	385	561.0	748	423.0	648	188.0	357	856.0	1579
chr14	68794547	68794678	1.0	893	16.0	58	0.008	67	0.008	390	0.008	95	0.008	249	4.0	852	1.0	1932	0.008	1165	50.0	1604	0.008	1108	0.008	1427	3.0	4722
chr14	92560659	92560791	551.0	610	47.66541566659394	47	19.665415666593933	19	244.0	269	59.0	61	101.0	111	597.0	627	597.0	1605	518.0	651	678.0	728	787.0	838	634.0	691	2792.0	2909
chr14	100486061	100486303	1235.0	1537	58.0	75	56.0	83	273.0	379	135.0	156	163.0	215	71.0	980	1194.0	1376	489.0	701	711.0	846	863.0	908	589.0	732	3407.0	3604
chr14	103691529	103692443	1381.0	1575	89.0	96	49.0	63	658.0	762	131.0	149	237.0	287	113.0	1520	4500.0	4635	1573.0	1639	1988.0	2144	2032.0	2106	1709.0	1786	6841.0	7130
chr14	105223468	105224231	2613.0	2900	135.0	151	99.0	118	922.0	1076	126.0	280	479.0	555	1733.0	1791	4042.0	4188	1866.0	1972	2007.0	2127	2267.0	2592	1888.0	2076	6591.0	7476
chr15	37110420	37110849	390.0	1054	38.0	74	22.0	93	88.0	434	26.0	152	49.0	344	155.0	1244	214.0	1810	86.0	699	12.0	672	86.0	1254	90.0	857	288.0	3151
chr15	43329880	43330720	22.0	6185	2.0	321	0.01740933751664069	184	2696.0	4218	6.0	574	48.0	1358	78.0	8075	175.0	31778	16.0	10762	77.0	21727	23.0	12150	7.0	11545	103.0	40606
chr15	73998214	73998489	1487.0	1662	83.73459248351367	83	14.0	53	1032.0	1103	142.0	150	310.0	328	1610.0	1654	7421.0	7625	1796.0	1882	4380.0	4585	2336.0	2454	2091.0	2163	5982.0	7496
chr15	76347664	76348033	1502.0	1780	112.0	134	99.0	136	464.0	572	165.0	196	210.0	329	662.0	1010	698.0	879	705.0	1001	77.0	395	581.0	1117	627.0	896	2017.0	3768
chr15	79971930	79972272	1411.0	1562	117.0	142	64.0	76	521.0	603	89.0	152	243.0	282	1180.0	1305	2774.0	2872	1215.0	1254	1236.0	1405	852.0	1278	1339.0	1382	2801.0	4270
chr15	83206897	83208376	42.0	8492	2.0	604	7.0	541	3053.0	4795	12.0	1196	221.0	2055	276.0	7109	295.0	43853	111.0	15569	69.0	21128	23.0	18362	24.0	17452	75.0	56373
chr15	89406973	89407766	1488.0	4473	143.0	234	170.0	186	1182.0	1932	156.0	501	513.0	1215	278.0	4978	467.0	11093	321.0	6558	74.0	4858	144.0	7495	230.0	6985	607.0	25274
chr15	90539856	90540126	1086.0	1220	67.0	83	95.0	119	303.0	398	148.0	163	268.0	300	751.0	864	113.0	973	328.0	593	650.0	698	799.0	826	601.0	643	2826.0	2947
chr15	98865395	98865692	616.0	1660	29.0	79	19.0	88	185.0	718	108.0	156	227.0	407	1004.0	1771	2136.0	3669	612.0	1358	909.0	1895	959.0	1919	741.0	1527	3375.0	5741
chr15	98953187	98953670	1253.0	1514	83.0	90	46.0	52	521.0	626	101.0	118	292.0	337	905.0	1297	2628.0	3571	1102.0	1850	1583.0	1783	1900.0	2326	174.0	2132	5946.0	7763
chr15	100553573	100553731	1211.0	1291	78.0	87	68.0	75	341.0	380	67.0	103	259.0	294	1054.0	1085	2130.0	2207	1087.0	1116	1057.0	1135	924.0	1074	1294.0	1332	728.0	4326
chr15	101243330	101243485	611.0	722	61.0	72	86.0	92	262.0	306	31.0	111	148.0	167	544.0	577	1601.0	1665	547.0	580	797.0	870	431.0	540	529.0	585	1436.0	2136
chr15	101697508	101698076	1372.0	1637	127.0	149	111.0	126	413.0	488	129.0	152	311.0	359	1187.0	1279	106.0	475	440.0	791	598.0	668	1180.0	1221	1073.0	1368	3991.0	4130
chr16	383102	383579	393.0	1991	13.0	145	8.0	51	33.0	870	18.0	157	33.0	690	17.0	1652	81.0	5631	52.0	2029	1997.0	4268	118.0	2527	116.0	2304	82.0	7377
chr16	2756210	2756571	965.0	2430	134.0	146	64.0	76	1007.0	1199	199.0	253	410.0	513	1684.0	1765	6458.0	6661	1484.0	1552	4520.0	4724	2787.0	2966	2140.0	2307	8342.0	8969
chr16	4682433	4682726	659.0	751	59.0	71	23.0	28	254.0	330	83.0	115	223.0	259	964.0	1061	2550.0	2701	793.0	866	1032.0	1180	89.0	1502	1239.0	1442	3628.0	4646
chr16	4701306	4702229	1754.0	2189	91.0	127	73.0	122	500.0	961	234.0	253	141.0	748	2291.0	2397	7909.0	8176	2440.0	2563	3624.0	4016	2971.0	3422	2860.0	3011	8052.0	10952
chr16	11783052	11783145	9.0	540	6.0	53	1.0	59	2.0	154	12.0	82	0.13221223543055957	150	16.0	278	83.0	316	83.0	225	266.0	311	0.13221223543055957	333	72.0	224	20.0	724
chr16	11814862	11815562	1401.0	1646	91.0	122	42.0	52	377.0	529	99.0	124	328.0	452	1344.0	1468	2061.0	2172	1125.0	1173	927.0	1058	76.0	1166	1090.0	1177	2907.0	3832
chr16	25177661	25178512	1844.0	2444	102.0	122	113.0	137	677.0	919	117.0	172	106.0	647	1884.0	2060	5125.0	5513	2151.0	2393	2096.0	2440	1882.0	2654	1718.0	2593	4684.0	9026
chr16	27281283	27281712	986.0	1372	64.0	74	80.0	91	249.0	356	124.0	168	171.0	281	802.0	871	72.0	449	467.0	748	523.0	593	836.0	893	833.0	961	3120.0	3372
chr16	31441937	31442391	2121.0	2736	126.0	162	78.0	100	813.0	928	193.0	394	589.0	752	2145.0	2453	4816.0	5701	1578.0	1751	2581.0	3110	2298.0	2719	1438.0	1743	6363.0	8526
chr16	68771924	68772664	1407.0	1543	56.0	66	59.0	66	472.0	527	102.0	122	335.0	379	1082.0	1164	2634.0	2731	1011.0	1057	280.0	1347	1402.0	1474	1094.0	1178	4214.0	4512
chr16	72787242	72787747	1405.0	2628	72.0	150	104.0	162	416.0	1319	75.0	295	498.0	636	195.0	2397	841.0	4992	206.0	1527	299.0	1894	256.0	2934	311.0	2301	755.0	7771
chr16	79599005	79599968	285.0	4836	56.0	278	1.0	220	1748.0	2859	62.0	536	171.0	1569	429.0	5479	107.0	22110	38.0	8157	38.0	10434	51.0	10268	9.0	7583	102.0	30094
chr16	81624855	81625096	503.0	584	31.0	37	29.0	30	154.0	222	48.0	58	163.0	198	487.0	586	638.0	677	335.0	353	14.0	133	308.0	584	269.0	298	626.0	1393
chr16	85046452	85046720	1110.0	1278	55.0	69	92.0	109	328.0	404	74.0	96	279.0	314	687.0	764	2088.0	2181	701.0	748	839.0	1062	47.0	746	737.0	798	1436.0	2350
chr16	85781839	85783019	1353.0	2593	141.0	161	58.0	73	908.0	1298	140.0	216	573.0	769	2107.0	2173	7302.0	7518	2951.0	3059	3225.0	3516	2760.0	3340	3199.0	3377	577.0	8593
chr16	87507630	87508428	1218.0	2403	95.0	130	86.0	100	769.0	1221	109.0	232	289.0	845	944.0	2388	2693.0	5172	1268.0	2699	955.0	2812	1101.0	3154	1199.0	2946	2123.0	9986
chr16	87700996	87701912	2085.0	2373	119.0	133	113.0	119	1045.0	1175	232.0	261	852.0	963	146.0	2949	6525.0	8558	1798.0	2599	4076.0	4479	4079.0	4345	2658.0	3123	12650.0	13539
chr16	88069453	88069999	1306.0	1590	113.0	133	64.0	76	568.0	674	106.0	140	333.0	410	117.0	1300	2418.0	3808	930.0	1494	1397.0	1699	1297.0	1980	1123.0	1746	5101.0	6331
chr16	88497745	88498403	1592.0	2005	93.0	122	90.0	125	838.0	1041	159.0	190	634.0	725	1987.0	2188	7695.0	7980	3171.0	3334	346.0	2717	3833.0	4044	2754.0	3104	12238.0	12998
chr16	88692138	88692266	254.0	400	7.0	30	4.0	31	16.0	161	9.0	48	11.0	174	13.0	374	35.0	1691	17.0	580	226.0	915	18.0	746	14.0	639	78.0	2172
chr16	88840003	88840879	1714.0	1887	106.0	112	70.0	75	917.0	1053	141.0	184	550.0	637	1823.0	1929	5862.0	6063	2428.0	2526	2803.0	3088	2348.0	3298	2888.0	3064	127.0	9661
chr16	89641023	89641436	102.0	1427	1.0	67	2.0	39	46.0	627	1.0	150	64.0	631	226.0	1669	449.0	2963	365.0	1484	1248.0	1762	329.0	2461	69.0	1829	1174.0	6536
chr17	1975791	1975966	556.0	677	35.0	52	32.0	49	116.0	182	63.0	67	78.0	139	531.0	650	590.0	763	24.0	208	359.0	413	475.0	513	215.0	368	1850.0	1943
chr17	19601591	19602167	1079.0	1946	91.0	110	109.0	110	433.0	576	167.0	181	205.0	1693	1131.0	1275	925.0	981	833.0	871	460.0	537	1105.0	1148	718.0	769	3114.0	3237
chr17	39462139	39463318	1667.0	30106	9.0	348	3.0	277	1352.0	2182	7.0	539	1.0	1762	81.0	5781	197.0	8865	65.0	5370	53.0	5369	58.0	6996	74.0	5900	167.0	23642
chr17	49964541	49965210	4700.0	7460	158.0	264	144.0	174	722.0	1343	121.0	462	476.0	1012	365.0	3308	682.0	6222	277.0	3223	71.0	2751	315.0	4218	255.0	3186	872.0	12102
chr17	50863678	50864028	257.0	2046	48.0	58	66.0	106	275.0	327	119.0	196	104.0	233	540.0	553	1003.0	1083	324.0	454	803.0	865	571.0	595	524.0	548	2109.0	2203
chr17	59155014	59155973	4830.0	9469	4.0	216	1.0	258	6.0	1515	4.0	563	2.0	1588	18.0	4377	15.0	4543	8.0	3574	18.0	5757	4.0	4335	2.0	3300	33.0	12862
chr17	61398738	61400148	1932.0	21249	57.0	475	88.0	354	3217.0	4710	29.0	819	688.0	2846	442.0	6956	986.0	35302	376.0	12963	141.0	17335	288.0	15178	307.0	14485	755.0	50882
chr17	67398879	67399102	1631.0	1760	93.0	106	47.0	64	366.0	420	95.0	104	367.0	402	805.0	870	62.0	655	215.0	398	507.0	525	531.0	542	613.0	663	2208.0	2328
chr17	76256473	76256649	812.0	935	29.0	36	36.0	48	268.0	303	90.0	107	245.0	289	810.0	876	512.0	811	161.0	907	602.0	682	827.0	898	586.0	1012	3417.0	3885
chr17	77147015	77147187	1873.0	2088	61.0	67	92.0	95	433.0	793	145.0	295	63.0	486	862.0	1457	3627.0	4408	1170.0	1438	2002.0	2487	1115.0	1610	1137.0	1710	3372.0	6144
chr17	78283486	78284562	4200.0	5079	122.0	148	138.0	172	783.0	1146	238.0	304	227.0	1010	1986.0	2352	4759.0	4924	1933.0	2042	2141.0	2455	1430.0	2427	2519.0	2774	4506.0	9238
chr17	78784965	78785624	1604.0	1898	94.0	98	86.0	96	297.0	349	142.0	167	283.0	358	1240.0	1293	765.0	1377	468.0	897	874.0	1137	1386.0	1475	34.0	1239	4347.0	4652
chr17	82871247	82871822	1429.0	1688	75.0	93	54.0	67	633.0	773	145.0	178	538.0	672	202.0	2241	5681.0	7166	1985.0	2402	3003.0	3228	3211.0	3397	2713.0	3084	10400.0	11198
chr18	5237252	5238893	287.0	8915	13.0	450	5.0	495	3552.0	5495	18.0	1000	3.0	1981	142.0	12196	247.0	43736	130.0	16746	123.0	22408	45.0	19295	72.0	19591	157.0	67782
chr18	11885723	11885905	1485.0	1681	76.0	97	111.0	112	316.0	547	101.0	107	136.0	222	1135.0	1337	3027.0	3099	1217.0	1257	1312.0	1367	31.0	1424	1413.0	1508	4678.0	4946
chr18	13524103	13524578	676.0	775	42.0	56	46.0	75	156.0	206	81.0	106	92.0	115	563.0	634	297.0	413	80.0	309	244.0	261	555.0	565	345.0	385	1666.0	1715
chr18	22166330	22167605	3607.0	6514	82.0	363	203.0	334	168.0	2026	61.0	597	46.0	1157	741.0	5185	889.0	7863	481.0	4021	124.0	3041	409.0	5582	449.0	4885	1216.0	18948
chr18	22171620	22172048	1669.0	2660	36.0	259	4.0	264	148.0	1915	39.0	430	35.0	864	549.0	2554	1735.0	19198	520.0	5427	92.0	8313	522.0	6668	586.0	7374	1703.0	23059
chr18	24027009	24027722	1718.0	2150	135.0	188	50.0	192	616.0	724	175.0	245	322.0	379	1770.0	1966	2438.0	2539	1562.0	1619	1099.0	1216	659.0	1458	1563.0	1643	4221.0	6888
chr18	55423693	55424083	1165.0	1386	90.0	100	132.0	140	369.0	464	145.0	179	147.0	209	95.0	1381	1944.0	2016	566.0	588	973.0	1075	1018.0	1046	632.0	654	2974.0	3101
chr18	74849299	74849376	488.0	546	43.0	44	46.0	55	221.0	244	84.0	87	113.0	131	522.0	544	255.0	507	105.0	411	290.0	310	439.0	454	318.0	405	1866.0	1896
chr18	76435525	76436297	1055.0	1434	93.0	114	41.0	57	476.0	601	128.0	157	240.0	270	1468.0	1578	2456.0	2597	1261.0	1366	971.0	1130	1482.0	1661	1308.0	1392	3677.0	5198
chr18	79528742	79529452	2611.0	3980	157.0	195	189.0	219	1726.0	2212	211.0	319	220.0	705	2634.0	3763	9391.0	11507	3182.0	4154	4795.0	6350	3743.0	5322	3319.0	4656	13556.0	20337
chr19	1083803	1084825	2461.0	3319	174.0	216	181.0	209	1456.0	1932	259.0	382	284.0	1266	3064.0	3960	6905.0	8041	2300.0	3056	6032.0	6444	5432.0	5707	4470.0	5113	18393.0	19593
chr19	1660708	1661552	1232.0	2351	112.0	165	66.0	143	771.0	1130	153.0	208	400.0	703	274.0	2748	3416.0	4320	1119.0	1630	1975.0	2381	795.0	1864	1241.0	2110	6300.0	8088
chr19	2639321	2639437	66.0	590	19.0	66	7.0	37	24.0	279	7.0	53	8.0	211	213.0	629	273.0	936	171.0	568	394.0	509	39.0	620	70.0	551	154.0	2257
chr19	2736932	2737651	1754.0	1935	110.0	127	82.0	87	733.0	863	159.0	191	605.0	671	1932.0	1999	4744.0	4866	1478.0	1534	2572.0	2708	1615.0	2368	1715.0	1796	745.0	7161
chr19	4432033	4432560	1075.0	1342	71.0	78	48.0	51	724.0	886	125.0	147	364.0	470	533.0	1650	4561.0	5527	1662.0	1973	2288.0	3070	508.0	2708	1559.0	2114	1824.0	8109
chr19	4859692	4860361	1410.0	1568	93.0	111	41.0	60	583.0	673	153.0	195	483.0	569	1618.0	1752	3673.0	3752	1679.0	1739	1261.0	1364	1496.0	2317	1824.0	1875	1796.0	5811
